B3SA3	ITUB4	PETR4	BBDC4	PETR3	ABEV3	MGLU3	WEGE3	BBAS3	ITSA4	JBSS3	SUZB3	VALE3	NTCO3	LREN3	GNDI3	RENT3	LAME4	VVAR3	BBDC3	EQTL3	RAIL3	RADL3	BTOW3	VIVT4	UGPA3	BPAC11	GGBR4	SBSP3	BBSE3	BRFS3	KLBN11	BRDT3	CCRO3	HAPV3	HYPE3	SULA11	COGN3	CSAN3	TIMP3	ELET3	ENGI11	EGIE3	TOTS3	SANB11	CMIG4	BRAP4	IRBR3	YDUQ3	CSNA3	BRML3	ELET6	QUAL3	CRFB3	FLRY3	MRFG3	AZUL4	CYRE3	BRKM5	MULT3	GOAU4	EMBR3	CIEL3	MRVE3	ENBR3	CPFE3	USIM5	BEEF3	CVCB3	IGTA3	GOLL4	ECOR3	HGTX3
38.44	22.16	17.28	17.88	17.76	11.83	55.09	38.73	26.99	8.66	23.08	41.87	44.33	36.5	35.58	54.26	32.44	27.42	10.01	16.42	17.39	20.14	103.41	88.88	47.98	14.05	39.28	11.64	40.51	23.78	18.31	18.58	18.93	12.29	52.21	27.64	44.17	4.98	59.09	13.59	21.59	41.52	38.09	19.65	24.55	8.3	28.92	8.31	28.04	8.09	8.74	24.73	24.17	19.87	21.6	12.69	14.77	14.21	20.1	19.3	5.2	7.16	3.81	14.5	16.83	28.46	4.59	12.88	11.66	29.71	11.52	10.46	13.29
36.85	21.36	17.44	17.11	18.12	11.54	56.73	38.99	26.26	8.25	24.39	45.01	46.05	36.45	33.26	56.49	29.72	26.8	9.74	15.88	16.48	19.65	103.58	89.89	46.08	13.3	36.79	12.45	39.45	22.78	18.41	20.61	17.8	11.42	53.26	27.87	43.62	4.71	57.13	13.0	20.53	39.26	36.33	18.17	23.23	7.79	29.68	7.74	26.78	8.49	8.14	23.26	23.55	19.61	20.98	13.62	13.66	13.21	20.44	18.44	5.54	7.01	3.6	13.94	15.97	26.65	4.74	13.82	10.9	27.5	10.75	9.76	12.55
37.76	22.24	18.48	17.88	19.35	12.04	55.48	38.14	27.1	8.45	23.45	47.35	48.85	35.7	33.85	55.69	29.6	26.9	8.85	16.59	17.37	20.3	104.56	87.2	46.85	13.88	37.21	13.0	41.0	22.57	18.74	21.49	18.63	11.42	50.6	27.89	42.96	4.73	60.99	13.16	21.32	40.57	37.54	18.46	24.29	8.12	32.19	8.22	27.04	8.51	8.18	24.29	22.9	19.74	20.66	13.25	13.6	13.47	20.38	18.84	5.83	7.54	3.76	13.83	16.08	28.03	4.8100000000000005	13.8	11.89	28.55	11.0	9.78	12.3
36.8	22.3	18.15	17.61	18.84	11.94	54.89	38.73	27.27	8.38	23.16	47.6	47.73	34.15	32.65	53.77	28.05	26.27	8.88	16.3	17.66	19.97	104.88	86.64	45.57	13.41	36.87	12.5	41.72	22.84	20.85	21.66	17.51	11.24	49.32	27.9	41.41	4.52	59.54	12.96	20.88	41.02	37.04	17.93	24.37	7.8100000000000005	31.94	7.0	25.81	8.02	7.95	23.62	21.73	19.37	19.86	13.75	13.15	13.06	22.08	18.38	5.64	7.19	3.64	13.81	15.51	27.58	4.76	13.45	11.16	27.56	10.54	9.66	11.72
35.73	21.53	18.14	17.06	18.68	11.72	54.74	37.41	26.31	8.14	23.74	48.55	47.46	32.05	33.03	54.37	27.46	26.22	8.55	15.78	17.08	19.52	108.15	89.21	45.3	13.73	36.29	12.13	39.81	22.16	20.37	21.6	17.21	10.99	50.91	27.7	40.25	4.36	58.23	12.64	19.81	40.88	36.43	17.22	23.1	7.58	32.97	7.31	24.65	7.88	7.82	22.23	20.85	18.53	20.0	14.27	12.53	12.93	20.47	17.99	5.44	6.78	3.54	13.62	15.47	27.41	4.59	14.4	10.75	27.13	10.0	9.45	11.45
36.16	21.52	17.59	16.91	17.95	11.26	55.04	37.91	25.55	8.18	25.25	50.59	48.54	32.43	31.74	53.12	27.26	27.21	9.14	15.66	16.58	19.6	105.48	91.1	45.54	13.48	37.54	11.63	39.49	22.41	22.85	23.25	16.92	10.91	48.92	28.06	40.25	4.15	57.8	12.7	19.85	39.07	36.06	17.56	22.84	7.45	33.0	6.74	23.78	7.52	7.99	22.33	19.7	18.11	19.61	14.51	12.29	12.47	21.67	18.2	5.17	6.19	3.33	13.23	15.29	26.66	4.35	14.37	10.72	28.15	10.07	9.25	10.9
37.82	22.46	17.4	17.84	17.51	11.74	55.44	37.26	26.65	8.48	24.45	47.54	48.09	33.24	33.25	52.59	29.24	27.17	9.02	16.34	17.41	20.54	105.42	88.55	45.67	15.0	37.91	11.74	40.14	22.99	23.06	22.4	18.14	11.46	47.41	28.39	37.47	4.2	57.84	12.82	21.8	41.24	37.66	17.7	23.8	8.08	32.35	6.4	24.12	8.39	8.61	24.07	20.04	17.89	20.83	14.35	11.6	13.5	22.17	18.67	5.25	6.57	3.55	13.51	15.76	27.75	4.55	14.33	10.61	28.88	10.43	9.63	10.96
39.54	21.55	17.15	17.07	17.52	11.64	55.07	36.32	26.15	8.1	23.33	45.03	48.05	32.18	33.37	52.34	30.15	26.51	8.68	15.77	17.37	19.66	102.72	85.78	44.62	14.16	37.18	10.92	37.8	21.91	22.66	21.73	17.81	10.97	46.9	28.18	36.56	4.21	56.54	12.2	21.73	41.74	37.71	18.66	22.82	7.72	32.89	6.09	23.81	7.88	8.4	24.12	19.7	17.37	20.15	14.04	11.08	12.53	23.44	18.1	4.95	6.23	3.4699999999999998	13.6	15.63	28.07	4.51	14.39	10.55	28.28	10.86	9.34	11.82
41.99	22.58	18.54	17.97	19.23	12.1	55.69	36.53	27.4	8.5	21.79	41.18	51.26	33.36	36.15	55.38	33.45	26.89	8.87	16.52	18.06	20.84	105.81	83.83	46.42	15.09	40.6	11.82	41.0	22.79	21.74	20.0	18.59	11.83	49.54	29.14	38.59	4.65	59.83	12.91	23.4	43.73	39.17	19.1	24.4	8.26	35.65	6.68	26.44	8.28	9.0	25.41	19.92	17.17	20.7	13.11	14.39	13.4	26.95	19.39	5.42	6.59	3.7	15.48	16.23	28.6	4.9	12.96	12.58	30.07	12.43	10.16	13.02
40.72	21.61	18.68	17.44	19.11	11.94	58.52	36.83	26.66	8.2	21.3	41.76	52.44	32.54	36.74	55.32	35.01	27.81	9.29	15.96	17.54	20.12	102.91	91.85	45.27	15.14	41.27	11.8	40.3	22.77	22.0	20.04	18.92	12.12	50.39	28.06	39.56	4.61	61.19	12.47	22.73	42.72	38.72	19.09	23.37	8.02	36.14	6.41	26.05	8.74	9.05	24.78	20.48	17.12	19.96	13.48	13.65	13.26	26.0	19.67	5.43	6.44	3.6	15.13	15.98	27.79	4.83	13.6	12.38	30.69	11.65	10.59	12.37
40.64	21.52	19.3	17.62	19.68	12.14	56.84	37.55	27.33	8.21	21.05	40.25	52.5	33.71	38.23	55.47	35.24	26.84	9.16	16.26	17.27	20.33	102.84	88.23	45.64	15.46	42.73	11.92	39.32	22.82	22.47	19.85	19.12	12.7	50.9	27.53	40.23	4.57	62.08	12.88	22.53	41.45	38.35	19.38	23.63	8.25	36.59	6.92	25.95	8.57	9.47	24.88	21.57	17.39	20.87	13.06	15.33	13.86	26.17	20.62	5.42	6.58	3.56	15.07	15.74	27.07	5.05	13.16	13.23	31.58	12.68	11.19	12.93
43.62	22.75	19.19	18.6	19.75	11.88	58.23	37.35	29.26	8.65	20.4	38.48	51.13	33.91	40.71	56.52	36.22	26.85	9.49	17.26	17.31	20.61	107.29	86.31	46.27	16.45	46.74	12.05	42.38	23.42	21.8	19.07	20.56	14.18	52.41	28.34	42.22	4.7	64.19	13.17	22.64	42.57	39.16	20.09	25.03	8.7	35.34	6.41	26.98	8.52	10.21	25.3	22.31	17.79	22.08	12.51	15.43	15.39	26.39	21.7	5.48	6.59	3.48	15.28	16.35	28.19	4.97	12.68	12.93	33.24	12.5	12.29	14.02
43.88	22.87	18.67	18.71	19.32	11.74	57.59	37.15	28.51	8.82	20.65	38.61	50.27	34.1	37.32	56.59	36.12	25.35	9.7	16.98	17.8	20.89	105.44	84.86	45.64	16.1	45.81	11.6	44.17	22.8	21.76	19.2	19.69	13.47	52.2	28.19	40.82	4.3	61.67	12.8	24.38	42.73	38.58	19.69	24.46	8.8	34.65	6.52	25.58	8.5	9.65	26.6	22.31	17.61	22.23	12.63	14.8	14.74	25.99	21.19	5.32	6.47	3.41	14.93	16.31	28.9	4.72	12.86	12.47	32.52	12.23	11.91	12.74
46.5	23.87	19.48	20.03	20.14	12.27	60.33	37.94	31.5	9.2	20.78	37.7	50.1	35.14	40.31	59.5	36.63	25.75	11.21	18.34	19.25	21.3	106.84	87.08	47.05	17.0	49.94	12.36	49.9	23.91	21.75	18.87	21.73	14.3	54.24	28.29	42.85	4.73	62.42	13.55	25.52	45.32	40.53	20.26	25.83	9.43	34.52	7.09	27.53	8.64	10.18	28.44	23.43	17.99	23.0	12.3	15.34	16.57	26.39	22.64	5.62	6.86	3.68	16.74	17.22	30.08	4.88	12.63	14.1	34.68	12.6	12.96	13.56
46.5	22.92	19.67	19.17	20.34	12.53	64.41	40.32	30.79	8.88	20.67	37.88	49.2	36.08	38.1	62.4	36.81	26.9	11.57	17.51	19.14	21.41	108.99	95.08	47.64	17.1	48.93	11.95	50.15	24.42	22.5	18.85	21.0	14.69	54.81	30.27	43.63	4.8100000000000005	62.54	13.43	26.13	44.42	40.91	20.62	24.99	9.85	33.69	6.72	27.93	8.53	10.03	28.58	23.52	17.79	23.1	12.35	14.75	15.99	26.47	21.78	5.44	6.64	3.81	16.33	17.17	29.83	4.9	12.83	13.5	33.47	12.29	13.12	13.36
46.59	23.64	19.93	19.5	20.44	13.38	67.29	40.48	30.9	9.07	21.76	38.41	50.64	38.7	39.73	62.4	39.03	28.9	12.18	17.79	19.84	23.45	111.84	93.68	47.37	17.31	50.61	13.26	53.64	24.54	23.25	19.61	21.71	14.7	55.0	30.77	43.55	5.3	64.89	13.6	27.5	46.63	40.89	20.28	25.75	10.28	34.08	7.0	30.1	9.45	10.46	29.62	23.83	18.47	23.35	13.05	14.87	17.33	27.6	22.54	6.08	7.27	4.0	16.62	17.3	31.77	5.7	13.21	15.25	34.97	12.37	13.56	13.78
45.95	23.22	19.77	19.06	20.35	12.82	65.18	40.58	30.79	8.96	22.0	38.36	50.09	37.74	38.98	62.59	37.25	28.71	12.58	17.63	19.64	23.17	109.35	92.18	46.9	17.39	49.31	13.53	53.09	24.84	23.21	19.49	21.69	14.78	55.01	31.02	43.53	5.23	63.82	13.41	27.27	46.6	41.51	20.45	25.08	9.98	33.76	7.39	28.51	9.61	9.95	29.48	23.29	17.98	22.86	12.89	14.75	17.33	29.0	21.3	6.2	6.98	4.05	15.75	17.41	30.99	6.0	13.05	14.74	32.74	12.24	13.42	13.22
45.55	22.95	20.34	18.91	20.63	12.48	64.28	41.73	30.84	8.82	21.97	37.86	53.0	37.18	38.5	62.3	38.41	28.25	12.4	17.76	19.79	22.53	109.32	91.31	47.14	17.12	48.57	13.43	54.32	24.52	23.13	19.71	21.16	14.7	54.86	31.98	44.38	5.26	64.47	13.62	27.47	47.21	41.65	20.07	25.35	10.16	35.25	7.55	28.48	10.32	9.81	29.36	23.72	18.49	23.35	13.03	14.28	16.79	27.74	20.69	6.17	7.15	4.09	15.17	17.67	30.49	6.15	13.39	14.4	32.4	12.03	13.15	13.16
45.53	23.59	20.33	19.75	20.74	12.6	63.63	42.05	31.8	9.05	21.96	38.45	53.42	37.97	40.93	61.75	37.54	29.3	13.43	18.33	19.59	22.62	109.63	91.09	47.4	17.19	49.86	13.52	54.15	24.88	23.67	19.65	21.12	14.59	54.5	32.68	45.13	5.63	66.86	13.51	28.14	46.51	40.84	20.4	26.38	10.25	35.8	7.55	29.82	10.35	10.43	29.42	24.23	18.4	23.99	13.15	15.35	16.91	27.92	22.28	6.21	7.41	4.17	15.79	17.57	29.99	6.19	13.08	15.5	34.84	13.06	13.19	13.58
46.46	25.17	21.4	20.64	21.64	12.97	61.73	42.31	32.82	9.52	21.81	38.42	53.42	38.01	42.07	63.26	38.18	29.93	13.28	19.02	19.84	22.65	113.25	88.89	48.04	18.94	55.05	14.36	54.62	25.71	23.35	19.71	22.32	14.5	54.56	33.85	45.52	6.4	68.44	13.77	28.58	46.61	41.33	20.7	27.96	10.47	35.59	7.82	33.55	10.75	10.42	29.87	24.41	18.7	25.61	13.02	16.75	18.02	29.38	22.71	6.48	8.24	4.4	16.65	17.95	30.25	6.92	12.88	18.6	34.96	15.11	13.03	14.02
48.82	25.84	21.47	21.56	21.84	13.25	62.31	42.49	34.75	9.79	20.6	38.13	53.66	38.33	44.12	62.75	40.95	30.23	13.48	19.88	20.53	23.15	111.85	87.05	47.25	18.76	59.17	15.34	54.84	27.05	22.65	19.48	22.93	15.15	58.05	33.93	47.04	6.78	70.33	13.67	28.35	47.14	42.12	21.43	29.22	10.59	35.44	9.77	35.14	10.6	11.23	29.99	26.82	18.85	25.85	12.75	18.45	20.69	27.95	23.56	6.95	8.52	4.54	17.58	17.97	30.35	6.9	12.45	19.82	37.12	17.59	14.17	15.26
49.58	26.59	21.43	21.87	21.94	13.38	60.42	43.69	34.94	9.9	21.47	39.85	55.66	37.91	44.5	62.48	39.93	30.39	13.95	19.96	20.33	22.36	111.68	85.74	47.3	18.63	59.91	15.36	53.6	27.2	23.45	19.71	22.87	14.69	58.66	34.36	46.31	6.74	69.43	14.13	28.13	46.74	41.93	21.64	30.26	10.51	36.8	9.5	35.11	10.49	10.97	29.79	26.15	18.5	25.2	13.15	19.08	20.75	27.22	22.99	7.04	8.93	4.38	17.18	17.72	30.3	6.88	13.36	19.8	36.62	17.04	13.57	15.27
49.07	27.18	22.1	22.27	22.62	14.05	59.38	44.22	35.2	10.02	20.95	38.3	54.61	40.14	45.92	64.1	40.77	29.7	14.85	20.42	20.29	23.11	110.88	86.04	47.77	18.68	59.9	15.17	52.99	27.63	22.7	19.1	22.41	14.6	59.55	34.24	45.62	6.9	69.22	14.6	28.41	47.08	41.91	20.71	30.95	10.72	36.06	9.77	38.56	10.63	10.9	29.94	26.85	18.25	25.79	12.68	21.16	20.48	27.24	23.09	7.07	9.04	4.5	17.49	17.8	30.63	6.9	13.01	20.91	37.17	18.7	13.99	15.32
51.72	28.27	22.53	23.43	23.12	14.6	62.31	45.69	36.39	10.38	21.89	38.16	54.78	41.29	46.15	64.24	43.12	29.8	15.5	21.4	21.27	24.17	110.53	92.68	48.54	19.13	65.65	15.5	54.93	27.54	23.25	19.6	23.47	14.94	61.07	34.34	45.82	6.9	69.3	14.44	30.41	49.82	42.97	20.98	32.14	11.3	35.66	10.68	37.15	12.45	11.44	31.33	27.83	18.4	26.06	12.87	27.35	21.94	27.55	22.85	7.23	10.7	4.64	18.0	18.32	31.4	7.45	13.05	23.04	36.78	23.99	14.41	16.68
51.07	27.71	21.72	22.92	22.46	14.32	62.31	45.7	35.79	10.34	22.06	38.17	54.99	41.21	45.76	63.66	42.82	30.25	14.97	21.18	21.49	24.31	110.33	94.18	49.0	19.27	65.21	14.96	55.3	26.79	23.07	19.68	22.89	14.48	60.09	34.74	45.34	6.95	68.53	14.48	30.58	49.18	42.58	21.06	31.7	11.33	36.14	12.02	36.64	12.05	11.77	31.76	27.09	18.37	25.59	12.66	25.78	21.22	27.0	23.93	7.03	10.31	4.84	17.15	18.55	31.62	7.3	12.59	24.05	38.57	22.4	13.98	16.3
50.74	26.51	21.4	21.85	21.8	13.96	64.53	44.88	34.21	10.01	22.09	38.13	54.2	40.85	43.84	64.0	41.03	30.63	14.95	20.33	21.25	24.17	111.48	99.36	49.59	18.62	62.74	14.34	54.5	26.04	22.52	19.69	21.91	14.35	60.69	34.11	44.6	6.66	66.25	14.3	28.87	47.93	42.98	21.44	30.15	10.83	35.8	11.78	34.9	11.48	11.16	30.06	26.84	18.01	25.38	12.6	23.5	20.69	26.78	22.7	6.77	9.33	4.5600000000000005	16.88	18.14	31.25	6.89	12.77	22.98	36.96	20.24	13.64	15.11
49.85	25.98	20.6	21.6	21.03	13.57	63.88	44.14	33.35	9.77	21.98	37.01	53.4	40.02	42.92	63.84	40.22	31.3	14.64	19.86	21.32	24.07	108.18	99.13	49.83	17.99	62.66	13.88	53.96	25.62	21.56	19.24	21.92	14.36	59.71	33.14	44.29	6.35	65.76	14.34	28.72	48.47	41.98	21.5	29.74	10.37	35.4	10.45	33.43	10.87	10.79	30.05	25.98	18.5	24.91	12.88	22.12	20.14	24.7	22.0	6.51	8.82	4.21	16.35	18.11	30.55	6.41	13.07	20.81	35.57	18.54	13.5	14.02
49.51	25.37	20.7	21.12	21.11	13.43	65.78	44.16	33.07	9.54	21.49	38.49	53.88	40.58	42.07	62.9	40.63	31.8	15.62	19.52	21.2	23.53	108.65	101.55	48.48	17.86	60.47	13.55	55.0	25.55	21.2	19.28	22.14	14.22	60.53	32.74	43.09	6.39	66.82	14.34	27.69	48.23	42.1	21.12	29.13	10.11	35.53	9.41	32.86	10.61	10.5	29.12	25.8	18.3	24.78	12.8	22.15	20.55	24.5	21.68	6.42	8.58	4.8	16.87	17.77	29.87	6.36	13.1	20.45	34.86	19.51	13.35	14.15
49.5	26.1	21.37	22.0	21.98	13.26	65.93	44.65	33.5	9.74	21.55	38.1	55.39	40.31	41.7	62.84	40.1	31.56	15.15	20.16	21.08	23.67	108.88	99.74	49.5	17.5	62.55	14.8	54.47	25.36	22.1	19.11	21.77	13.98	60.35	31.93	41.72	6.15	67.7	14.75	27.65	47.7	41.98	20.98	30.19	10.46	36.37	9.28	32.01	11.3	10.37	29.4	25.88	19.0	25.0	13.12	22.59	20.74	25.07	21.42	6.89	9.05	4.96	16.85	17.62	29.47	6.55	13.93	19.77	34.32	19.16	13.1	13.95
51.2	26.43	21.44	22.35	22.03	13.77	67.12	46.04	34.5	9.91	22.38	38.9	56.2	41.92	43.34	63.0	40.76	32.7	15.14	20.43	21.81	24.1	111.24	105.84	49.7	18.1	63.7	14.72	56.59	26.27	22.49	19.55	22.48	14.06	60.82	33.48	41.56	6.43	69.82	14.63	30.41	48.8	43.71	22.1	30.8	11.02	37.16	9.16	34.29	11.16	10.64	31.36	27.19	19.04	26.19	13.02	22.62	22.13	25.51	22.59	6.85	8.95	5.18	17.12	18.26	30.22	6.77	13.42	19.47	35.88	18.89	13.08	14.77
50.36	27.46	21.6	22.27	22.37	13.68	69.62	46.01	34.4	10.23	22.45	39.55	56.17	41.54	42.98	62.98	41.14	33.4	15.13	20.42	21.45	23.46	108.98	104.52	50.5	18.84	69.51	15.3	57.8	26.98	22.36	20.08	22.37	14.61	60.3	34.08	43.45	6.33	71.6	14.61	29.64	47.3	42.82	22.69	30.53	10.68	37.13	9.23	34.1	11.65	10.56	30.77	27.7	19.16	26.0	13.47	21.93	22.13	25.61	21.81	7.02	8.87	5.63	16.78	17.95	29.96	6.8	13.46	19.2	35.37	18.66	13.0	15.02
51.0	28.0	21.47	22.33	22.06	13.84	71.32	46.09	33.94	10.39	22.36	39.5	55.17	42.23	43.85	64.67	41.82	32.93	15.18	19.96	21.86	23.83	114.1	103.65	50.4	18.66	71.6	15.45	57.66	27.92	22.45	20.51	21.73	15.0	62.81	34.12	44.76	6.31	70.54	14.48	29.54	48.55	42.47	22.54	31.16	10.7	36.06	9.45	35.24	11.21	10.72	30.22	29.0	19.81	25.11	13.2	21.8	22.55	25.7	22.03	7.06	8.76	5.7	17.73	18.2	30.42	6.98	13.64	19.84	35.79	18.38	13.24	15.1
50.33	27.14	20.95	21.55	21.65	14.11	70.82	45.49	33.24	10.13	21.65	38.99	55.0	41.05	42.88	63.98	41.17	32.5	14.9	19.61	21.89	23.39	107.76	102.05	49.7	18.34	75.56	15.22	60.2	27.96	22.01	20.36	21.31	14.69	60.68	34.61	44.34	6.61	70.29	14.4	29.45	48.29	42.92	22.59	30.61	10.89	36.07	11.0	35.2	11.12	10.6	30.47	29.4	19.4	24.8	12.83	20.63	22.64	24.83	22.0	6.99	8.45	5.51	17.78	17.92	29.87	6.96	12.98	19.6	35.99	17.95	13.01	14.53
52.28	26.78	21.65	21.52	22.28	13.93	70.17	46.0	33.53	10.04	21.53	38.04	55.59	42.34	41.81	66.27	41.68	32.69	15.03	19.62	21.86	23.8	109.13	102.95	49.22	18.46	78.02	15.51	58.7	27.88	22.18	19.97	21.12	14.65	62.4	34.81	44.31	7.01	68.76	14.2	28.98	47.64	42.46	22.79	29.98	10.72	36.82	10.46	37.05	11.38	10.48	30.3	29.1	19.73	25.15	12.5	22.5	23.24	24.9	21.91	7.16	8.52	5.4	18.26	17.56	28.88	7.68	12.94	19.66	35.62	19.9	13.0	14.33
52.65	25.76	21.0	20.82	21.69	13.68	69.72	45.93	32.22	9.75	21.83	38.6	55.39	41.3	41.05	65.17	40.98	31.8	14.58	19.19	21.89	23.08	107.88	105.91	48.82	18.49	76.27	15.74	60.07	27.51	21.87	20.48	21.02	14.4	60.71	34.15	43.97	6.76	68.79	13.99	28.24	47.37	41.62	22.36	28.58	10.38	36.53	10.06	35.13	11.08	10.34	29.45	27.95	19.63	24.56	12.91	21.1	22.42	23.79	21.4	7.19	8.09	4.7	17.84	17.55	28.62	7.33	13.15	18.76	34.82	18.24	12.69	14.24
55.0	26.07	21.47	21.32	22.15	14.18	69.61	49.1	33.01	9.94	21.71	38.08	56.0	41.86	40.81	66.5	41.45	32.4	14.55	19.6	22.3	23.41	109.97	104.89	49.31	18.31	76.47	15.66	59.27	28.12	21.99	20.36	21.61	15.7	62.08	34.92	46.16	6.71	70.16	14.2	29.33	48.45	42.01	23.02	29.07	10.52	36.97	10.23	34.75	11.13	10.2	30.55	28.8	20.0	24.94	12.71	21.2	22.93	23.39	21.3	7.15	8.15	4.87	17.91	17.7	28.75	7.29	12.95	18.28	34.55	19.15	13.42	14.21
53.45	25.63	20.84	20.66	21.66	13.95	69.27	49.88	31.82	9.64	21.18	37.88	55.62	39.9	40.6	66.52	40.25	31.13	14.29	19.05	22.2	22.79	108.52	102.75	48.54	17.64	72.26	15.18	56.3	27.01	21.45	20.51	20.75	14.8	61.32	33.5	45.31	6.36	68.69	14.03	29.05	47.31	40.85	22.21	28.17	9.97	36.43	10.78	33.09	10.71	9.64	30.03	27.68	19.5	24.36	12.55	20.0	21.71	22.91	20.23	6.97	7.83	4.63	17.36	17.4	28.32	7.1	12.79	17.7	33.09	18.33	12.92	13.75
54.96	26.4	21.66	21.38	22.33	14.26	70.33	49.83	33.44	9.87	21.09	37.73	55.63	40.02	41.2	68.01	41.21	32.0	15.38	19.53	22.55	22.68	110.24	105.79	48.2	18.0	75.57	15.69	57.2	27.4	20.87	20.25	21.0	14.7	63.1	33.61	45.65	6.55	70.18	13.77	29.74	48.43	41.94	22.37	28.88	10.22	36.34	11.33	34.23	10.55	10.15	30.51	28.29	19.84	24.61	12.56	20.73	22.75	23.13	20.72	7.11	8.42	4.62	17.82	17.45	28.66	7.15	12.96	18.2	33.82	18.8	12.96	14.08
54.96	25.37	21.55	20.67	22.12	14.14	71.57	50.51	32.15	9.57	21.15	36.79	55.92	39.9	41.8	68.01	40.91	32.18	15.31	18.93	22.92	22.49	110.62	106.69	47.56	18.38	76.07	16.01	57.7	26.45	21.26	20.33	21.07	14.5	62.17	33.3	44.77	6.61	70.92	14.2	29.74	48.7	41.33	23.1	27.85	10.36	36.51	10.0	33.65	10.68	10.08	30.83	29.0	19.75	24.59	12.61	20.11	22.63	23.22	20.5	7.31	8.09	4.62	18.0	17.42	28.99	7.27	13.15	18.14	33.35	18.55	12.97	14.15
56.03	26.03	21.71	21.13	22.14	14.36	72.22	52.49	33.07	9.77	20.89	37.14	54.54	40.28	41.43	68.28	42.35	32.59	15.99	19.25	23.64	22.97	115.97	111.64	48.08	18.8	76.07	15.48	58.9	26.86	20.5	20.84	21.32	14.98	62.99	33.15	46.09	6.97	74.94	14.47	31.3	47.9	42.07	23.7	28.24	10.51	35.44	9.28	34.41	10.59	10.39	32.18	29.2	19.94	24.92	12.37	20.67	24.33	23.96	20.95	7.07	8.1	4.87	18.74	17.9	29.13	7.34	12.84	19.09	34.21	19.02	13.7	14.55
56.2	26.48	22.06	21.2	22.41	14.17	70.02	53.47	33.16	9.93	21.3	36.82	55.49	40.81	41.46	65.5	42.39	31.2	15.39	19.42	23.31	22.46	114.53	107.56	48.05	18.64	78.56	15.78	57.59	26.7	20.4	20.72	21.5	14.87	60.73	32.2	45.9	6.92	74.03	14.55	30.76	47.15	42.87	24.08	28.52	10.46	35.96	8.15	34.2	10.86	10.3	31.96	28.45	20.12	24.65	12.2	20.76	24.32	23.65	20.75	7.23	8.17	4.85	18.55	17.65	28.77	7.35	12.81	19.28	33.67	18.87	13.85	14.38
56.5	26.43	21.98	21.34	22.28	14.14	71.92	53.9	33.5	9.95	21.95	37.27	55.26	41.3	41.0	65.8	42.7	31.0	15.55	19.42	23.93	22.49	114.62	108.49	48.85	18.43	79.06	15.71	57.88	26.92	20.19	20.87	21.71	14.8	60.91	32.4	48.18	7.2	75.62	15.25	31.27	46.96	44.24	24.15	28.27	10.47	35.99	8.8	34.48	10.71	10.48	32.46	28.6	20.2	24.79	12.35	21.15	25.07	23.51	21.35	7.27	8.19	4.8	19.27	18.15	29.12	7.46	13.2	19.71	34.46	19.56	13.87	14.62
56.52	27.66	22.51	22.63	22.92	14.36	71.91	53.1	34.67	10.34	22.32	36.9	56.57	40.66	42.52	65.96	43.25	32.6	15.96	20.72	23.84	23.28	114.7	117.85	48.93	18.54	79.55	16.15	59.17	27.18	21.15	20.64	21.98	15.4	61.0	32.62	47.74	7.6	76.78	15.3	31.48	46.96	43.76	24.31	29.65	10.68	36.46	8.65	34.96	11.2	10.93	32.28	30.71	20.06	24.98	12.62	22.05	25.35	24.13	22.8	7.36	8.47	4.83	19.06	17.96	29.77	7.61	13.32	21.79	36.1	20.17	14.64	15.16
57.17	26.3	22.23	21.69	22.53	14.45	74.64	53.81	33.28	9.97	22.95	36.19	56.37	39.91	42.74	64.47	44.01	31.75	15.86	19.87	24.06	23.2	112.74	116.7	48.38	18.04	81.16	15.77	57.69	26.96	20.5	20.59	21.91	15.01	59.95	32.36	47.21	7.45	73.5	14.93	32.14	47.29	43.09	24.47	28.36	10.59	36.53	8.65	34.4	10.94	10.74	32.69	30.18	19.9	25.74	13.62	21.5	25.36	23.8	22.4	7.26	8.2	4.75	19.33	17.69	29.54	7.45	13.7	20.28	35.42	20.15	14.36	15.06
60.65	26.87	22.65	22.43	23.09	14.71	76.62	54.2	34.09	10.15	22.62	36.15	57.32	42.32	43.6	64.59	44.42	32.12	16.37	20.55	24.21	23.13	112.49	115.02	48.88	18.77	84.52	15.96	58.75	27.48	20.91	21.0	22.45	15.22	60.72	32.54	47.13	7.66	75.24	15.26	32.48	47.7	42.73	24.27	29.33	10.82	37.17	8.47	34.55	11.36	10.87	33.08	30.75	20.7	26.27	13.31	21.53	26.48	25.35	22.85	7.37	8.18	5.0	20.2	17.95	29.22	7.7	13.59	19.05	35.5	19.84	14.9	15.22
58.89	26.88	22.14	21.93	22.42	14.64	79.31	54.36	33.96	10.18	22.24	36.47	56.42	42.15	44.11	64.91	43.33	35.37	17.55	20.29	23.71	22.85	112.5	119.77	49.75	18.59	82.73	16.05	58.15	27.2	20.7	20.64	22.3	14.47	59.93	32.33	46.69	7.78	73.75	14.72	35.27	47.44	42.5	25.03	28.83	10.88	36.82	8.45	34.58	11.08	11.03	36.19	30.42	20.15	25.7	13.08	20.9	26.64	23.57	23.37	7.33	7.99	4.9	20.31	17.76	28.61	7.47	13.26	19.3	36.07	19.71	14.41	15.18
